canonicalPrintingId,language,region,canonicalSetId,providerSetIds,collectorNumber,setTotal,providerCardIds,evidenceUsed,exactnessJustification,conflictFlags,auditClassification
pokemon|id|ID|set:972e6c4b8347b7a1|119|unspecified,id,ID,pokemon|id|ID|tcgdex:SV4s,"{""tcgdex"": ""SV4s""}",119,132,"{""tcgdex"": ""SV4s-119""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV4s-119"", ""providerSetId"": ""SV4s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:22c6f4128960906a|108|unspecified,id,ID,pokemon|id|ID|tcgdex:SV9s,"{""tcgdex"": ""SV9s""}",108,139,"{""tcgdex"": ""SV9s-108""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV9s-108"", ""providerSetId"": ""SV9s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:22c6f4128960906a|14|unspecified,id,ID,pokemon|id|ID|tcgdex:SV9s,"{""tcgdex"": ""SV9s""}",014,139,"{""tcgdex"": ""SV9s-014""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV9s-014"", ""providerSetId"": ""SV9s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:79cd00101f9e6174|34|unspecified,id,ID,pokemon|id|ID|tcgdex:SV2D,"{""tcgdex"": ""SV2D""}",034,71,"{""tcgdex"": ""SV2D-034""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV2D-034"", ""providerSetId"": ""SV2D"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:654911be10b33d49|108|unspecified,id,ID,pokemon|id|ID|tcgdex:SV3s,"{""tcgdex"": ""SV3s""}",108,170,"{""tcgdex"": ""SV3s-108""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV3s-108"", ""providerSetId"": ""SV3s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:d37feded38507b35|166|unspecified,id,ID,pokemon|id|ID|tcgdex:SV8a,"{""tcgdex"": ""SV8a""}",166,187,"{""tcgdex"": ""SV8a-166""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV8a-166"", ""providerSetId"": ""SV8a"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:78bf193c0c629fc4|161|unspecified,id,ID,pokemon|id|ID|tcgdex:SV5s,"{""tcgdex"": ""SV5s""}",161,142,"{""tcgdex"": ""SV5s-161""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV5s-161"", ""providerSetId"": ""SV5s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:d741b405bb7cceb6|44|unspecified,id,ID,pokemon|id|ID|tcgdex:SV8s,"{""tcgdex"": ""SV8s""}",044,182,"{""tcgdex"": ""SV8s-044""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV8s-044"", ""providerSetId"": ""SV8s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:3ff04fe84566a441|14|unspecified,id,ID,pokemon|id|ID|tcgdex:SV7s,"{""tcgdex"": ""SV7s""}",014,166,"{""tcgdex"": ""SV7s-014""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV7s-014"", ""providerSetId"": ""SV7s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:5151fed58f338b53|296|unspecified,id,ID,pokemon|id|ID|tcgdex:SV4a,"{""tcgdex"": ""SV4a""}",296,190,"{""tcgdex"": ""SV4a-296""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV4a-296"", ""providerSetId"": ""SV4a"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:451078fb61c6db8c|46|unspecified,id,ID,pokemon|id|ID|tcgdex:SV2a,"{""tcgdex"": ""SV2a""}",046,165,"{""tcgdex"": ""SV2a-046""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV2a-046"", ""providerSetId"": ""SV2a"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:654911be10b33d49|58|unspecified,id,ID,pokemon|id|ID|tcgdex:SV3s,"{""tcgdex"": ""SV3s""}",058,170,"{""tcgdex"": ""SV3s-058""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV3s-058"", ""providerSetId"": ""SV3s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:d741b405bb7cceb6|127|unspecified,id,ID,pokemon|id|ID|tcgdex:SV8s,"{""tcgdex"": ""SV8s""}",127,182,"{""tcgdex"": ""SV8s-127""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV8s-127"", ""providerSetId"": ""SV8s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:5151fed58f338b53|183|unspecified,id,ID,pokemon|id|ID|tcgdex:SV4a,"{""tcgdex"": ""SV4a""}",183,190,"{""tcgdex"": ""SV4a-183""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV4a-183"", ""providerSetId"": ""SV4a"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:d741b405bb7cceb6|211|unspecified,id,ID,pokemon|id|ID|tcgdex:SV8s,"{""tcgdex"": ""SV8s""}",211,182,"{""tcgdex"": ""SV8s-211""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV8s-211"", ""providerSetId"": ""SV8s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:22c6f4128960906a|124|unspecified,id,ID,pokemon|id|ID|tcgdex:SV9s,"{""tcgdex"": ""SV9s""}",124,139,"{""tcgdex"": ""SV9s-124""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV9s-124"", ""providerSetId"": ""SV9s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:78bf193c0c629fc4|117|unspecified,id,ID,pokemon|id|ID|tcgdex:SV5s,"{""tcgdex"": ""SV5s""}",117,142,"{""tcgdex"": ""SV5s-117""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV5s-117"", ""providerSetId"": ""SV5s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:0c3a1046f1ee2d59|155|unspecified,id,ID,pokemon|id|ID|tcgdex:SV6s,"{""tcgdex"": ""SV6s""}",155,167,"{""tcgdex"": ""SV6s-155""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV6s-155"", ""providerSetId"": ""SV6s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:d741b405bb7cceb6|131|unspecified,id,ID,pokemon|id|ID|tcgdex:SV8s,"{""tcgdex"": ""SV8s""}",131,182,"{""tcgdex"": ""SV8s-131""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV8s-131"", ""providerSetId"": ""SV8s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:22c6f4128960906a|76|unspecified,id,ID,pokemon|id|ID|tcgdex:SV9s,"{""tcgdex"": ""SV9s""}",076,139,"{""tcgdex"": ""SV9s-076""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV9s-076"", ""providerSetId"": ""SV9s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:ed9ab3f0c29ebb81|3|unspecified,id,ID,pokemon|id|ID|tcgdex:SVHK,"{""tcgdex"": ""SVHK""}",003,22,"{""tcgdex"": ""SVHK-003""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SVHK-003"", ""providerSetId"": ""SVHK"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:451078fb61c6db8c|38|unspecified,id,ID,pokemon|id|ID|tcgdex:SV2a,"{""tcgdex"": ""SV2a""}",038,165,"{""tcgdex"": ""SV2a-038""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV2a-038"", ""providerSetId"": ""SV2a"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:0c3a1046f1ee2d59|69|unspecified,id,ID,pokemon|id|ID|tcgdex:SV6s,"{""tcgdex"": ""SV6s""}",069,167,"{""tcgdex"": ""SV6s-069""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV6s-069"", ""providerSetId"": ""SV6s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:d741b405bb7cceb6|130|unspecified,id,ID,pokemon|id|ID|tcgdex:SV8s,"{""tcgdex"": ""SV8s""}",130,182,"{""tcgdex"": ""SV8s-130""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV8s-130"", ""providerSetId"": ""SV8s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:5151fed58f338b53|13|unspecified,id,ID,pokemon|id|ID|tcgdex:SV4a,"{""tcgdex"": ""SV4a""}",013,190,"{""tcgdex"": ""SV4a-013""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV4a-013"", ""providerSetId"": ""SV4a"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:972e6c4b8347b7a1|157|unspecified,id,ID,pokemon|id|ID|tcgdex:SV4s,"{""tcgdex"": ""SV4s""}",157,132,"{""tcgdex"": ""SV4s-157""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV4s-157"", ""providerSetId"": ""SV4s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:d37feded38507b35|199|unspecified,id,ID,pokemon|id|ID|tcgdex:SV8a,"{""tcgdex"": ""SV8a""}",199,187,"{""tcgdex"": ""SV8a-199""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV8a-199"", ""providerSetId"": ""SV8a"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:451078fb61c6db8c|148|unspecified,id,ID,pokemon|id|ID|tcgdex:SV2a,"{""tcgdex"": ""SV2a""}",148,165,"{""tcgdex"": ""SV2a-148""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV2a-148"", ""providerSetId"": ""SV2a"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:d741b405bb7cceb6|80|unspecified,id,ID,pokemon|id|ID|tcgdex:SV8s,"{""tcgdex"": ""SV8s""}",080,182,"{""tcgdex"": ""SV8s-080""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV8s-080"", ""providerSetId"": ""SV8s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:654911be10b33d49|161|unspecified,id,ID,pokemon|id|ID|tcgdex:SV3s,"{""tcgdex"": ""SV3s""}",161,170,"{""tcgdex"": ""SV3s-161""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SV3s-161"", ""providerSetId"": ""SV3s"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|id|ID|set:3bc75ffd219e4f97|157|unspecified,id,ID,pokemon|id|ID|tcgdex:SVDs,"{""tcgdex"": ""SVDs""}",157,163,"{""tcgdex"": ""SVDs-157""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""SVDs-157"", ""providerSetId"": ""SVDs"", ""serieId"": ""SV"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""id""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|100|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",100,102,"{""tcgdex"": ""base1-100""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-100"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|101|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",101,102,"{""tcgdex"": ""base1-101""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-101"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|102|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",102,102,"{""tcgdex"": ""base1-102""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-102"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|10|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",10,102,"{""tcgdex"": ""base1-10""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-10"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|11|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",11,102,"{""tcgdex"": ""base1-11""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-11"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|12|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",12,102,"{""tcgdex"": ""base1-12""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-12"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|13|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",13,102,"{""tcgdex"": ""base1-13""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-13"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|14|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",14,102,"{""tcgdex"": ""base1-14""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-14"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|15|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",15,102,"{""tcgdex"": ""base1-15""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-15"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|16|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",16,102,"{""tcgdex"": ""base1-16""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-16"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|17|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",17,102,"{""tcgdex"": ""base1-17""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-17"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|18|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",18,102,"{""tcgdex"": ""base1-18""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-18"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|19|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",19,102,"{""tcgdex"": ""base1-19""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-19"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|1|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",1,102,"{""tcgdex"": ""base1-1""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-1"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:3c6a446373c6ade1|20|unspecified,fr,FR,pokemon|fr|FR|tcgdex:base1,"{""tcgdex"": ""base1""}",20,102,"{""tcgdex"": ""base1-20""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""base1-20"", ""providerSetId"": ""base1"", ""serieId"": ""base"", ""serieName"": ""Base"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:e9e9f16456d6ad5c|9|unspecified,fr,FR,pokemon|fr|FR|tcgdex:me04,"{""tcgdex"": ""me04""}",009,86,"{""tcgdex"": ""me04-009""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""me04-009"", ""providerSetId"": ""me04"", ""serieId"": ""me"", ""serieName"": ""Méga-Évolution"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:e9e9f16456d6ad5c|99|unspecified,fr,FR,pokemon|fr|FR|tcgdex:me04,"{""tcgdex"": ""me04""}",099,86,"{""tcgdex"": ""me04-099""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""me04-099"", ""providerSetId"": ""me04"", ""serieId"": ""me"", ""serieName"": ""Méga-Évolution"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:e9e9f16456d6ad5c|98|unspecified,fr,FR,pokemon|fr|FR|tcgdex:me04,"{""tcgdex"": ""me04""}",098,86,"{""tcgdex"": ""me04-098""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""me04-098"", ""providerSetId"": ""me04"", ""serieId"": ""me"", ""serieName"": ""Méga-Évolution"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:e9e9f16456d6ad5c|97|unspecified,fr,FR,pokemon|fr|FR|tcgdex:me04,"{""tcgdex"": ""me04""}",097,86,"{""tcgdex"": ""me04-097""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""me04-097"", ""providerSetId"": ""me04"", ""serieId"": ""me"", ""serieName"": ""Méga-Évolution"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:e9e9f16456d6ad5c|96|unspecified,fr,FR,pokemon|fr|FR|tcgdex:me04,"{""tcgdex"": ""me04""}",096,86,"{""tcgdex"": ""me04-096""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""me04-096"", ""providerSetId"": ""me04"", ""serieId"": ""me"", ""serieName"": ""Méga-Évolution"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:e9e9f16456d6ad5c|95|unspecified,fr,FR,pokemon|fr|FR|tcgdex:me04,"{""tcgdex"": ""me04""}",095,86,"{""tcgdex"": ""me04-095""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""me04-095"", ""providerSetId"": ""me04"", ""serieId"": ""me"", ""serieName"": ""Méga-Évolution"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:e9e9f16456d6ad5c|94|unspecified,fr,FR,pokemon|fr|FR|tcgdex:me04,"{""tcgdex"": ""me04""}",094,86,"{""tcgdex"": ""me04-094""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""me04-094"", ""providerSetId"": ""me04"", ""serieId"": ""me"", ""serieName"": ""Méga-Évolution"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:e9e9f16456d6ad5c|93|unspecified,fr,FR,pokemon|fr|FR|tcgdex:me04,"{""tcgdex"": ""me04""}",093,86,"{""tcgdex"": ""me04-093""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""me04-093"", ""providerSetId"": ""me04"", ""serieId"": ""me"", ""serieName"": ""Méga-Évolution"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:e9e9f16456d6ad5c|92|unspecified,fr,FR,pokemon|fr|FR|tcgdex:me04,"{""tcgdex"": ""me04""}",092,86,"{""tcgdex"": ""me04-092""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""me04-092"", ""providerSetId"": ""me04"", ""serieId"": ""me"", ""serieName"": ""Méga-Évolution"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|fr|FR|set:e9e9f16456d6ad5c|91|unspecified,fr,FR,pokemon|fr|FR|tcgdex:me04,"{""tcgdex"": ""me04""}",091,86,"{""tcgdex"": ""me04-091""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""me04-091"", ""providerSetId"": ""me04"", ""serieId"": ""me"", ""serieName"": ""Méga-Évolution"", ""sourceLanguage"": ""fr""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
